"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","position_index","fpl_to_game"
"579","Baily Cargill","Centre-Back","1995-10-13T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Baily","Cargill",0,0,1,13,0,0,4.2,0,0,5,0.4,0,0,0,0,"2",6.92307692307692
"580","Charlie Daniels","Left-Back","1986-09-07T00:00:00Z",29,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Charlie","Daniels",4,3,134,3060,53,528.3,698.2,302,14,692,152.9,10,0,1,9.9,"2",3.94117647058824
"581","Simon Francis","Right-Back","1985-02-16T00:00:00Z",31,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Simon","Francis",0,1,89,2938,54,291.2,748.2,130,7,639,117.3,10,1,4,1.4,"2",2.72634445200817
"582","Adam Smith","Right-Back","1991-04-29T00:00:00Z",25,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Adam","Smith",1,5,104,3101,61,509.8,566.6,242,12,645,132.1,8,0,6,7,"2",3.01838116736537
"583","Jack Wilshere","Central Midfield","1992-01-01T00:00:00Z",24,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Jack","Wilshere",0,3,61,1950,45,544.4,308.4,321,2,312,116.8,5,0,4,0.5,"3",2.81538461538462
"584","Lewis Cook","Central Midfield","1997-02-03T00:00:00Z",19,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Lewis","Cook",0,2,17,432,7,89.8,100.8,28,1,81,21.8,1,0,1,0.8,"3",3.54166666666667
"585","Dan Gosling","Central Midfield","1990-02-01T00:00:00Z",26,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Dan","Gosling",2,0,49,1366,24,181.7,254,168,2,254,60.5,4,0,6,0.1,"3",3.22840409956076
"586","Eunan O'Kane","Central Midfield","1990-07-10T00:00:00Z",25,"Ireland","AFC Bournemouth","Premier League","2016/2017",2016,"Eunan","O'Kane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"3",NA
"587","Andrew Surman","Central Midfield","1986-08-20T00:00:00Z",29,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Andrew","Surman",0,1,44,1800,38,223.8,256.8,90,0,288,57,4,1,1,0.1,"3",2.2
"588","Harry Arter","Central Midfield","1989-12-28T00:00:00Z",26,"Ireland","AFC Bournemouth","Premier League","2016/2017",2016,"Harry","Arter",1,4,84,2956,62,533,482,343,6,513,135.4,9,1,11,0.3,"3",2.5575101488498
"589","Emerson Hyndman","Central Midfield","1996-04-07T00:00:00Z",20,"United States","AFC Bournemouth","Premier League","2016/2017",2016,"Emerson","Hyndman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"590","Max Gradel","Left Winger","1987-11-30T00:00:00Z",28,"Cote d'Ivoire","AFC Bournemouth","Premier League","2016/2017",2016,"Max","Gradel",0,0,8,134,1,18.2,24.6,70,0,24,10.8,0,0,3,0.1,"4",5.37313432835821
"591","Junior Stanislas","Left Winger","1989-11-26T00:00:00Z",26,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Junior","Stanislas",7,6,107,1467,29,406.9,454.6,418,13,372,128,4,0,1,1.3,"4",6.56441717791411
"592","Marc Pugh","Left Winger","1987-04-02T00:00:00Z",29,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Marc","Pugh",2,3,64,1329,24,304.6,238.6,290,6,224,83.3,5,0,1,0.4,"4",4.33408577878104
"593","Ryan Fraser","Left Winger","1994-02-24T00:00:00Z",22,"Scotland","AFC Bournemouth","Premier League","2016/2017",2016,"Ryan","Fraser",3,9,100,1764,32,536.5,338.4,332,8,345,120.7,7,0,3,1.2,"4",5.10204081632653
"594","Jordon Ibe","Right Winger","1995-12-08T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Jordon","Ibe",0,0,36,1055,22,268.3,113,235,0,133,61.5,3,0,0,1.1,"4",3.07109004739336
"595","Joshua King","Second Striker","1992-01-15T00:00:00Z",24,"Norway","AFC Bournemouth","Premier League","2016/2017",2016,"Joshua","King",16,3,178,2714,54,474.6,835.2,1007,17,553,231.6,9,0,1,19.3,"5",5.90272660280029
"596","Benik Afobe","Centre-Forward","1993-02-12T00:00:00Z",23,"DR Congo","AFC Bournemouth","Premier League","2016/2017",2016,"Benik","Afobe",6,5,88,1458,24,320.7,350,639,9,259,130.8,5,0,1,1.2,"5",5.4320987654321
"597","Callum Wilson","Centre-Forward","1992-02-27T00:00:00Z",24,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Callum","Wilson",6,1,63,1361,25,125.7,229,487,2,170,82.2,6,0,0,1.1,"5",4.16605437178545
"598","Lewis Grabban","Centre-Forward","1988-01-12T00:00:00Z",28,"Jamaica","AFC Bournemouth","Premier League","2016/2017",2016,"Lewis","Grabban",0,1,6,60,2,11.8,24.2,17,0,17,5.3,0,0,0,2.9,"5",9
"599","Lys Mousset","Centre-Forward","1996-02-08T00:00:00Z",20,"France","AFC Bournemouth","Premier League","2016/2017",2016,"Lys","Mousset",0,1,14,270,4,39.6,27.8,109,0,22,16.1,1,0,0,0.1,"5",4.66666666666667
"600","Sam Surridge","Centre-Forward","1998-07-28T00:00:00Z",17,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Sam","Surridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",NA
"601","Tom Heaton","Goalkeeper","1986-04-15T00:00:00Z",30,"England","Burnley FC","Premier League","2016/2017",2016,"Tom","Heaton",0,0,149,3150,48,30.3,1001.6,0,21,741,103.2,10,0,1,18.6,"1",4.25714285714286
"602","Paul Robinson","Goalkeeper","1979-10-15T00:00:00Z",36,"England","Burnley FC","Premier League","2016/2017",2016,"Paul","Robinson",0,0,5,270,7,0,66.2,0,0,45,6.6,0,0,0,2.3,"1",1.66666666666667
"603","Nick Pope","Goalkeeper","1992-04-19T00:00:00Z",24,"England","Burnley FC","Premier League","2016/2017",2016,"Nick","Pope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,"1",NA
"604","Michael Keane","Centre-Back","1993-01-11T00:00:00Z",23,"England","Burnley FC","Premier League","2016/2017",2016,"Michael","Keane",2,1,113,3150,49,96.7,930.8,557,10,619,158.6,10,0,4,3.3,"2",3.22857142857143
"605","Ben Mee","Centre-Back","1989-09-21T00:00:00Z",26,"England","Burnley FC","Premier League","2016/2017",2016,"Ben","Mee",1,2,94,3015,49,93.7,890,281,6,592,126.7,9,0,5,2.2,"2",2.80597014925373
"606","James Tarkowski","Centre-Back","1992-11-19T00:00:00Z",23,"England","Burnley FC","Premier League","2016/2017",2016,"James","Tarkowski",0,0,23,568,11,53.4,146.2,81,0,111,27.5,1,0,1,1.8,"2",3.6443661971831
"607","Kevin Long","Centre-Back","1990-08-18T00:00:00Z",25,"Ireland","Burnley FC","Premier League","2016/2017",2016,"Kevin","Long",0,0,3,270,6,0.2,56.4,4,0,39,6.1,0,0,0,0.1,"2",1
"608","Stephen Ward","Left-Back","1985-08-20T00:00:00Z",30,"Ireland","Burnley FC","Premier League","2016/2017",2016,"Stephen","Ward",1,1,91,3230,53,409.9,644.6,128,3,596,118.3,8,0,5,1.6,"2",2.53560371517028
"609","Jon Flanagan","Right-Back","1993-01-01T00:00:00Z",23,"England","Burnley FC","Premier League","2016/2017",2016,"Jon","Flanagan",0,0,9,360,4,16.4,63.8,0,0,55,8,1,0,2,0.2,"2",2.25
"610","Matthew Lowton","Right-Back","1989-06-09T00:00:00Z",27,"England","Burnley FC","Premier League","2016/2017",2016,"Matthew","Lowton",0,2,90,3240,53,491.5,770.6,80,5,631,134.2,9,0,9,0.8,"2",2.5
"611","Tendayi Darikwa","Right-Back","1991-12-13T00:00:00Z",24,"Zimbabwe","Burnley FC","Premier League","2016/2017",2016,"Tendayi","Darikwa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"2",NA
"612","George Boyd","Midfielder","1985-10-02T00:00:00Z",30,"Scotland","Burnley FC","Premier League","2016/2017",2016,"George","Boyd",2,2,92,2837,45,268.4,330.6,376,2,386,97.2,9,0,3,0.2,"3",2.91857596052168
"613","Ashley Westwood","Defensive Midfield","1990-04-01T00:00:00Z",26,"England","Burnley FC","Premier League","2016/2017",2016,"Ashley","Westwood",0,0,13,551,9,64.3,50.8,2,0,68,11.8,1,0,3,0,"3",2.12341197822142
"614","Steven Defour","Central Midfield","1988-04-15T00:00:00Z",28,"Belgium","Burnley FC","Premier League","2016/2017",2016,"Steven","Defour",1,3,54,1068,13,386.4,249.2,96,6,245,73.3,5,0,1,0.2,"3",4.55056179775281
"615","David Jones","Central Midfield","1984-11-04T00:00:00Z",31,"England","Burnley FC","Premier League","2016/2017",2016,"David","Jones",0,0,1,86,1,11.7,0,2,0,8,1.3,0,0,1,0,"3",1.04651162790698
"616","Dean Marney","Central Midfield","1984-01-31T00:00:00Z",32,"England","Burnley FC","Premier League","2016/2017",2016,"Dean","Marney",1,2,51,1764,28,88.7,244.4,73,1,239,40.5,5,0,7,0.4,"3",2.60204081632653
"617","Jeff Hendrick","Central Midfield","1992-01-31T00:00:00Z",24,"Ireland","Burnley FC","Premier League","2016/2017",2016,"Jeff","Hendrick",2,1,76,2691,47,234.4,284.6,259,1,286,77.4,9,1,6,0.1,"3",2.54180602006689
"618","Joey Barton","Central Midfield","1982-09-02T00:00:00Z",33,"England","Burnley FC","Premier League","2016/2017",2016,"Joey","Barton",1,2,37,1105,16,147.4,184.8,86,0,205,41.9,4,0,4,0.1,"3",3.01357466063348
"619","Fredrik Ulvestad","Central Midfield","1992-05-19T00:00:00Z",24,"Norway","Burnley FC","Premier League","2016/2017",2016,"Fredrik","Ulvestad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"3",NA
"620","Aiden O'Neill","Central Midfield","1998-07-04T00:00:00Z",17,"Australia","Burnley FC","Premier League","2016/2017",2016,"Aiden","O'Neill",0,0,3,85,4,5.1,7.6,8,0,16,2.1,0,0,0,0,"3",3.17647058823529
"621","Robbie Brady","Left Midfield","1992-01-14T00:00:00Z",24,"Ireland","Burnley FC","Premier League","2016/2017",2016,"Robbie","Brady",1,3,39,719,11,253,151.2,116,4,143,51.6,1,0,1,0.2,"3",4.88178025034771
"622","Scott Arfield","Left Midfield","1988-11-01T00:00:00Z",27,"Canada","Burnley FC","Premier League","2016/2017",2016,"Scott","Arfield",1,2,69,2103,36,556.5,210.2,393,3,253,115.7,6,0,3,0.1,"3",2.95292439372325
"623","Michael Kightly","Left Winger","1986-01-24T00:00:00Z",30,"England","Burnley FC","Premier League","2016/2017",2016,"Michael","Kightly",0,0,6,104,1,9.3,2.8,4,0,20,1.5,0,0,0,0.6,"4",5.19230769230769
"624","Johann Berg Gudmundsson","Right Winger","1990-10-27T00:00:00Z",25,"Iceland","Burnley FC","Premier League","2016/2017",2016,"Johann Berg","Gudmundsson",1,3,47,999,19,267.3,220,161,3,187,64.8,3,0,1,0.1,"4",4.23423423423423
"625","Andre Gray","Centre-Forward","1991-06-26T00:00:00Z",25,"England","Burnley FC","Premier League","2016/2017",2016,"Andre","Gray",9,3,108,2260,33,320.2,415.6,648,10,303,137.4,8,0,2,4,"5",4.30088495575221
"626","Patrick Bamford","Centre-Forward","1993-09-05T00:00:00Z",22,"England","Burnley FC","Premier League","2016/2017",2016,"Patrick","Bamford",1,0,21,326,8,26.9,51,139,2,59,21.5,0,0,1,0.1,"5",5.79754601226994
"627","Sam Vokes","Centre-Forward","1989-10-21T00:00:00Z",26,"Wales","Burnley FC","Premier League","2016/2017",2016,"Sam","Vokes",10,4,121,2064,34,248.1,500,907,12,394,164.6,5,0,0,3.2,"5",5.27616279069767
"628","Ashley Barnes","Centre-Forward","1989-10-30T00:00:00Z",26,"England","Burnley FC","Premier League","2016/2017",2016,"Ashley","Barnes",6,3,81,1774,27,277.1,328.8,663,10,241,125.5,6,1,6,4.3,"5",4.10935738444194
"629","Rouwen Hennings","Centre-Forward","1987-08-28T00:00:00Z",28,"Germany","Burnley FC","Premier League","2016/2017",2016,"Rouwen","Hennings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",NA
"630","Chris Long","Centre-Forward","1995-02-25T00:00:00Z",21,"England","Burnley FC","Premier League","2016/2017",2016,"Chris","Long",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"5",NA
"631","Lukas Jutkiewicz","Centre-Forward","1989-03-28T00:00:00Z",27,"England","Burnley FC","Premier League","2016/2017",2016,"Lukas","Jutkiewicz",0,0,2,13,0,1,0.4,2,0,5,0.3,0,0,0,0.6,"5",13.8461538461538
