Club Name,Date Of Birth,Kickoff Time,League Name,Nationality,Player Name,Position,Position Index,Season,Was Home,Year,Age,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,Yellow Cards
Aston Villa,4/15/1986,1/1/2020 12:30:00 PM,Premier League,England,Tom Heaton,Goalkeeper,1,2019/2020,False,2019,33,0,0,7,0,0,94,9067,203,1,0,21,0.2,2,84,5,0,0,0,0,21,0,389686,2,1,0,2,-603,14841,15444,45,0
Brighton & Hove Albion,4/8/1992,7/26/2020 3:00:00 PM,Premier League,Australia,Mathew Ryan,Goalkeeper,1,2019/2020,False,2019,27,0,0,12,0,0,47,17912,372,1,0,47,0.4,3.8,90,5,0,0,0,0,47,1,864021,2,1,0,2,-5903,6934,12837,47,0
Burnley FC,4/19/1992,2/15/2020 12:30:00 PM,Premier League,England,Nick Pope,Goalkeeper,1,2019/2020,False,2019,27,0,0,11,0,0,93,11367,259,1,0,26,1,9.8,90,16,0,0,0,0,26,1,1115805,2,1,0,2,75237,88814,13577,47,0
Leicester City,11/5/1986,8/24/2019 2:00:00 PM,Premier League,Denmark,Kasper Schmeichel,Goalkeeper,1,2019/2020,False,2019,32,0,0,14,0,0,168,1070,27,1,0,3,2.1,21.2,90,15,0,0,0,0,3,2,406036,2,1,0,2,8771,32102,23331,50,0
Everton FC,3/7/1994,11/9/2019 3:00:00 PM,Premier League,England,Jordan Pickford,Goalkeeper,1,2019/2020,False,2019,25,0,0,11,0,0,148,5010,118,1,0,12,1.1,11.2,90,16,0,0,0,0,12,2,612381,2,1,0,2,-6218,11036,17254,55,0
Sheffield United,3/12/1997,12/8/2019 2:00:00 PM,Premier League,England,Dean Henderson,Goalkeeper,1,2019/2020,False,2019,22,0,0,16,0,0,471,6687,157,1,0,16,2.4,23.8,90,14,0,0,0,0,16,3,535049,2,1,0,3,21213,31916,10703,47,0
Leicester City,11/5/1986,12/28/2019 5:30:00 PM,Premier League,Denmark,Kasper Schmeichel,Goalkeeper,1,2019/2020,False,2019,32,0,0,16,0,0,168,8841,200,1,0,20,2.8,27.8,90,19,0,0,0,0,20,3,1085138,2,1,0,3,24794,40989,16195,54,0
Brighton & Hove Albion,4/8/1992,12/5/2019 8:15:00 PM,Premier League,Australia,Mathew Ryan,Goalkeeper,1,2019/2020,False,2019,27,0,0,20,0,0,47,6428,141,1,0,15,3.2,32.4,90,1,0,0,0,0,15,4,1208528,2,1,0,3,31988,43281,11293,48,0
Southampton FC,12/3/1989,1/11/2020 3:00:00 PM,Premier League,England,Alex McCarthy,Goalkeeper,1,2019/2020,False,2019,29,0,0,17,0,0,318,9634,216,1,0,22,2.9,29,90,9,0,0,0,0,22,4,121896,2,1,0,3,47390,56167,8777,43,0
Everton FC,3/7/1994,12/28/2019 3:00:00 PM,Premier League,England,Jordan Pickford,Goalkeeper,1,2019/2020,False,2019,25,0,0,18,0,0,148,8794,196,1,0,20,3,30.2,90,13,0,0,0,0,20,4,520260,2,1,0,3,5303,10305,5002,53,0
Crystal Palace,1/10/1987,10/5/2019 4:30:00 PM,Premier League,Spain,Vicente Guaita,Goalkeeper,1,2019/2020,False,2019,32,0,0,16,0,0,131,3416,80,1,0,8,3.4,34.2,90,19,0,0,0,0,8,4,55737,2,1,0,3,11449,14352,2903,50,0
Tottenham Hotspur,1/2/1992,12/15/2019 2:00:00 PM,Premier League,Argentina,Paulo Gazzaniga,Goalkeeper,1,2019/2020,False,2019,27,0,0,16,0,0,341,7472,170,1,0,17,3,29.6,90,20,0,0,0,0,17,4,315504,2,1,0,3,18398,29201,10803,46,0
Southampton FC,12/20/1997,12/21/2019 3:00:00 PM,Premier League,England,Harry Lewis,Goalkeeper,1,2019/2020,False,2019,21,0,0,0,0,0,548,7733,171,0,0,18,0,0,0,2,0,0,0,0,18,0,9296,3,1,0,0,563,846,283,40,0
Southampton FC,1/22/1996,12/21/2019 3:00:00 PM,Premier League,England,Angus Gunn,Goalkeeper,1,2019/2020,False,2019,23,0,0,0,0,0,319,7727,171,0,0,18,0,0,0,2,0,0,0,0,18,0,136725,3,1,0,0,-5211,882,6093,44,0
Southampton FC,3/17/1988,12/21/2019 3:00:00 PM,Premier League,England,Fraser Forster,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,317,7631,171,0,0,18,0,0,0,2,0,0,0,0,18,0,24711,3,1,0,0,-394,21,415,43,0
Liverpool FC,11/23/1998,7/8/2020 7:15:00 PM,Premier League,Ireland,Caoimhin Kelleher,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,531,15516,334,0,0,43,0,0,0,4,0,0,0,0,43,0,2414,3,1,0,0,-10,10,20,44,0
Liverpool FC,3/6/1988,7/8/2020 7:15:00 PM,Premier League,Belgium,Simon Mignolet,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,190,15902,334,0,0,43,0,0,0,4,0,0,0,0,43,0,2513,3,1,0,0,-1,7,8,45,0
Liverpool FC,10/19/1983,7/8/2020 7:15:00 PM,Premier League,England,Andy Lonergan,Goalkeeper,1,2019/2020,False,2019,35,0,0,0,0,0,530,15473,334,0,0,43,0,0,0,4,0,0,0,0,43,0,2021,3,1,0,0,-13,3,16,42,0
AFC Bournemouth,5/18/1999,7/26/2020 3:00:00 PM,Premier League,Ireland,Mark Travers,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,74,17902,375,0,0,47,0,0,0,8,0,0,0,0,47,0,11313,3,1,0,0,-73,47,120,42,0
AFC Bournemouth,2/20/1980,7/26/2020 3:00:00 PM,Premier League,Poland,Artur Boruc,Goalkeeper,1,2019/2020,False,2019,39,0,0,0,0,0,73,17609,375,0,0,47,0,0,0,8,0,0,0,0,47,0,18236,3,1,0,0,-85,93,178,42,0
Manchester City,4/13/1983,9/28/2019 4:30:00 PM,Premier League,Chile,Claudio Bravo,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,213,2644,65,0,0,7,0,0,0,8,0,0,0,0,7,0,18776,3,1,0,0,-851,186,1037,48,0
Liverpool FC,11/23/1998,7/26/2020 3:00:00 PM,Premier League,Ireland,Caoimhin Kelleher,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,531,17640,378,0,0,47,0,0,0,13,0,0,0,0,47,0,2485,3,1,0,0,3,32,29,44,0
Liverpool FC,3/6/1988,7/26/2020 3:00:00 PM,Premier League,Belgium,Simon Mignolet,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,190,18036,378,0,0,47,0,0,0,13,0,0,0,0,47,0,2571,3,1,0,0,18,41,23,45,0
Liverpool FC,10/19/1983,7/26/2020 3:00:00 PM,Premier League,England,Andy Lonergan,Goalkeeper,1,2019/2020,False,2019,35,0,0,0,0,0,530,17597,378,0,0,47,0,0,0,13,0,0,0,0,47,0,2076,3,1,0,0,1,20,19,42,0
Tottenham Hotspur,10/2/1998,7/15/2020 5:00:00 PM,Premier League,England,Alfie Whiteman,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,543,16514,358,0,0,45,0,0,0,13,0,0,0,0,45,0,35345,3,1,0,0,-154,98,252,40,0
Tottenham Hotspur,1/8/1999,7/15/2020 5:00:00 PM,Premier League,England,Brandon Austin,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,558,16560,358,0,0,45,0,0,0,13,0,0,0,0,45,0,12915,3,1,0,0,-69,80,149,40,0
Tottenham Hotspur,1/2/1992,7/15/2020 5:00:00 PM,Premier League,Argentina,Paulo Gazzaniga,Goalkeeper,1,2019/2020,False,2019,27,0,0,0,0,0,341,16906,358,0,0,45,0,0,0,13,0,0,0,0,45,0,116290,3,1,0,0,-1327,957,2284,41,0
Tottenham Hotspur,10/20/1983,7/15/2020 5:00:00 PM,Premier League,Netherlands,Michel Vorm,Goalkeeper,1,2019/2020,False,2019,35,0,0,0,0,0,555,16856,358,0,0,45,0,0,0,13,0,0,0,0,45,0,2139,3,1,0,0,-1,20,21,42,0
Manchester United,2/22/1987,10/27/2019 4:30:00 PM,Premier League,Argentina,Sergio Romero,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,236,4277,97,0,0,10,0,0,0,14,0,0,0,0,10,0,13462,3,1,0,0,-1112,504,1616,48,0
Manchester United,1/27/1983,10/27/2019 4:30:00 PM,Premier League,England,Lee Grant,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,237,4143,97,0,0,10,0,0,0,14,0,0,0,0,10,0,7204,3,1,0,0,-59,55,114,49,0
AFC Bournemouth,5/18/1999,9/20/2019 7:00:00 PM,Premier League,Ireland,Mark Travers,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,74,2401,59,0,0,6,0,0,0,16,0,0,0,0,6,0,13294,3,1,0,0,-469,175,644,44,0
AFC Bournemouth,2/20/1980,9/20/2019 7:00:00 PM,Premier League,Poland,Artur Boruc,Goalkeeper,1,2019/2020,False,2019,39,0,0,0,0,0,73,2165,59,0,0,6,0,0,0,16,0,0,0,0,6,0,22162,3,1,0,0,-385,579,964,44,0
Southampton FC,12/20/1997,6/28/2020 3:30:00 PM,Premier League,England,Harry Lewis,Goalkeeper,1,2019/2020,False,2019,21,0,0,0,0,0,548,14576,319,0,0,41,0,0,0,18,0,0,0,0,41,0,11079,3,1,0,0,-48,89,137,40,0
Southampton FC,1/22/1996,6/28/2020 3:30:00 PM,Premier League,England,Angus Gunn,Goalkeeper,1,2019/2020,False,2019,23,0,0,0,0,0,319,14430,319,0,0,41,0,0,0,18,0,0,0,0,41,0,102068,3,1,0,0,-733,353,1086,42,0
Southampton FC,3/17/1988,6/28/2020 3:30:00 PM,Premier League,England,Fraser Forster,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,317,14559,319,0,0,41,0,0,0,18,0,0,0,0,41,0,21954,3,1,0,0,-43,20,63,42,0
Arsenal FC,9/2/1992,12/9/2019 8:00:00 PM,Premier League,Argentina,Emiliano Martínez,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,427,6690,160,0,0,16,0,0,0,19,0,0,0,0,16,0,18121,3,1,0,0,-165,85,250,44,0
Southampton FC,12/3/1989,6/28/2020 3:30:00 PM,Premier League,England,Alex McCarthy,Goalkeeper,1,2019/2020,False,2019,29,0,0,7,0,0,318,14412,319,1,0,41,0.2,2.2,90,18,0,0,0,0,41,0,276547,3,1,0,2,-3919,5410,9329,45,0
Manchester United,11/7/1990,10/27/2019 4:30:00 PM,Premier League,Spain,David de Gea,Goalkeeper,1,2019/2020,False,2019,28,0,0,11,0,0,235,3996,97,1,0,10,1.4,14,90,14,0,0,0,0,10,2,1009485,3,1,0,2,-17362,15087,32449,55,0
West Ham United,4/18/1985,8/24/2019 2:00:00 PM,Premier League,Poland,Lukasz Fabianski,Goalkeeper,1,2019/2020,False,2019,34,0,0,14,0,0,388,1099,29,1,0,3,1.8,17.8,90,18,0,0,0,0,3,2,298552,3,1,0,2,-15552,8079,23631,50,0
Arsenal FC,3/4/1992,12/9/2019 8:00:00 PM,Premier League,Germany,Bernd Leno,Goalkeeper,1,2019/2020,False,2019,27,0,0,19,0,0,14,7006,160,1,0,16,2.2,22,90,19,0,0,0,0,16,3,413685,3,1,0,3,-12211,3771,15982,50,0
AFC Bournemouth,5/14/1998,7/26/2020 3:00:00 PM,Premier League,England,Aaron Ramsdale,Goalkeeper,1,2019/2020,False,2019,21,0,0,18,0,10,494,17562,375,1,0,47,4.6,35.8,90,8,0,0,0,0,47,4,242100,3,1,0,3,2657,8082,5425,44,0
Southampton FC,12/3/1989,12/21/2019 3:00:00 PM,Premier League,England,Alex McCarthy,Goalkeeper,1,2019/2020,False,2019,29,0,0,20,0,0,318,7775,171,1,0,18,3.1,30.8,90,2,0,0,0,0,18,5,46916,3,1,0,3,1987,3699,1712,43,0
Tottenham Hotspur,12/26/1986,7/15/2020 5:00:00 PM,Premier League,France,Hugo Lloris,Goalkeeper,1,2019/2020,False,2019,32,0,0,19,0,0,340,16688,358,1,0,45,3.1,30.6,90,13,0,0,0,0,45,5,302037,3,1,0,3,2714,6057,3343,53,0
Leicester City,6/22/1993,12/8/2019 2:00:00 PM,Premier League,Wales,Danny Ward,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,170,6798,151,0,0,16,0,0,0,2,0,0,0,0,16,0,12489,4,1,0,0,-173,43,216,43,0
Leicester City,10/2/1984,12/8/2019 2:00:00 PM,Premier League,Switzerland,Eldin Jakupovic,Goalkeeper,1,2019/2020,False,2019,34,0,0,0,0,0,169,6644,151,0,0,16,0,0,0,2,0,0,0,0,16,0,6628,4,1,0,0,-119,32,151,43,0
Newcastle United,10/8/1990,7/1/2020 5:00:00 PM,Premier League,England,Karl Darlow,Goalkeeper,1,2019/2020,False,2019,28,0,0,0,0,0,263,14665,313,0,0,41,0,0,0,3,0,0,0,0,41,0,9145,4,1,0,0,-61,56,117,43,0
Manchester City,9/3/1985,12/3/2019 8:15:00 PM,Premier League,England,Scott Carson,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,562,6519,142,0,0,15,0,0,0,5,0,0,0,0,15,0,1966,4,1,0,0,35,187,152,40,0
Manchester City,4/13/1983,12/3/2019 8:15:00 PM,Premier League,Chile,Claudio Bravo,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,213,6219,142,0,0,15,0,0,0,5,0,0,0,0,15,0,21247,4,1,0,0,-783,141,924,48,0
Chelsea FC,9/28/1981,10/6/2019 1:00:00 PM,Premier League,Argentina,Willy Caballero,Goalkeeper,1,2019/2020,False,2019,37,0,0,0,0,0,112,3426,78,0,0,8,0,0,0,16,0,0,0,0,8,0,15028,4,1,0,0,-324,169,493,49,0
Newcastle United,1/15/1989,7/1/2020 5:00:00 PM,Premier League,Slovakia,Martin Dubravka,Goalkeeper,1,2019/2020,False,2019,30,0,0,7,0,0,262,14719,313,1,0,41,0.2,2.4,90,3,0,0,0,0,41,0,190318,4,1,0,2,385,7570,7185,51,0
Leicester City,11/5/1986,12/8/2019 2:00:00 PM,Premier League,Denmark,Kasper Schmeichel,Goalkeeper,1,2019/2020,False,2019,32,0,0,9,0,0,168,6803,151,1,0,16,1.2,12.2,90,2,0,0,0,0,16,1,1051045,4,1,0,2,60125,71714,11589,53,0
Aston Villa,9/23/1992,10/5/2019 2:00:00 PM,Premier League,England,Jed Steer,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,429,3205,77,0,0,8,0,0,0,14,0,0,0,0,8,0,8626,5,1,0,0,-180,41,221,44,0
Aston Villa,4/3/1990,10/5/2019 2:00:00 PM,Premier League,Croatia,Lovre Kalinic,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,474,3262,77,0,0,8,0,0,0,14,0,0,0,0,8,0,6644,5,1,0,0,-119,67,186,44,0
Aston Villa,4/15/1986,10/5/2019 2:00:00 PM,Premier League,England,Tom Heaton,Goalkeeper,1,2019/2020,False,2019,33,0,0,16,0,0,94,3409,77,1,0,8,2.8,28.2,90,14,0,0,0,0,8,4,461480,5,1,0,3,-6383,7823,14206,45,0
Manchester City,9/3/1985,1/12/2020 4:30:00 PM,Premier League,England,Scott Carson,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,562,9336,211,0,0,22,0,0,0,2,0,0,0,0,22,0,5657,6,1,0,0,504,892,388,40,0
Manchester City,4/13/1983,1/12/2020 4:30:00 PM,Premier League,Chile,Claudio Bravo,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,213,9779,211,0,0,22,0,0,0,2,0,0,0,0,22,0,26322,6,1,0,0,-1635,1335,2970,48,0
Manchester United,2/22/1987,1/1/2020 8:00:00 PM,Premier League,Argentina,Sergio Romero,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,236,9166,201,0,0,21,0,0,0,1,0,0,0,0,21,0,12762,0,2,0,0,-112,39,151,47,0
Manchester United,1/27/1983,1/1/2020 8:00:00 PM,Premier League,England,Lee Grant,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,237,8893,201,0,0,21,0,0,0,1,0,0,0,0,21,0,7338,0,2,0,0,-53,17,70,48,0
Crystal Palace,5/2/1988,7/12/2020 1:15:00 PM,Premier League,Ireland,Stephen Henderson,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,556,16432,341,0,0,44,0,0,0,2,0,0,0,0,44,0,32451,0,2,0,0,-220,404,624,40,0
Crystal Palace,1/24/1987,7/12/2020 1:15:00 PM,Premier League,Wales,Wayne Hennessey,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,132,16471,341,0,0,44,0,0,0,2,0,0,0,0,44,0,44197,0,2,0,0,-336,372,708,42,0
Everton FC,2/1/1989,8/23/2019 7:00:00 PM,Premier League,Denmark,Jonas Lössl,Goalkeeper,1,2019/2020,False,2019,30,0,0,0,0,0,479,1055,21,0,0,3,0,0,0,2,0,0,0,0,3,0,35045,0,2,0,0,-3712,268,3980,45,0
Everton FC,9/22/1982,8/23/2019 7:00:00 PM,Premier League,Netherlands,Maarten Stekelenburg,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,149,1104,21,0,0,3,0,0,0,2,0,0,0,0,3,0,569116,0,2,0,0,8273,28211,19938,40,0
Newcastle United,10/8/1990,11/25/2019 8:00:00 PM,Premier League,England,Karl Darlow,Goalkeeper,1,2019/2020,False,2019,28,0,0,0,0,0,263,5467,122,0,0,13,0,0,0,2,0,0,0,0,13,0,8898,0,2,0,0,-193,58,251,44,0
AFC Bournemouth,5/18/1999,12/28/2019 12:30:00 PM,Premier League,Ireland,Mark Travers,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,74,8658,192,0,0,20,0,0,0,4,0,0,0,0,20,0,11249,0,2,0,0,-75,29,104,43,0
AFC Bournemouth,2/20/1980,12/28/2019 12:30:00 PM,Premier League,Poland,Artur Boruc,Goalkeeper,1,2019/2020,False,2019,39,0,0,0,0,0,73,8429,192,0,0,20,0,0,0,4,0,0,0,0,20,0,18826,0,2,0,0,-88,137,225,43,0
Norwich City,2/10/2001,11/2/2019 3:00:00 PM,Premier League,Scotland,Archie Mair,Goalkeeper,1,2019/2020,False,2019,18,0,0,0,0,0,551,4369,104,0,0,11,0,0,0,4,0,0,0,0,11,0,1740,0,2,0,0,384,502,118,40,0
Norwich City,7/12/1984,11/2/2019 3:00:00 PM,Premier League,Northern Ireland,Michael McGovern,Goalkeeper,1,2019/2020,False,2019,34,0,0,0,0,0,281,4638,104,0,0,11,0,0,0,4,0,0,0,0,11,0,478006,0,2,0,0,19245,28099,8854,40,0
Norwich City,7/12/1984,9/21/2019 2:00:00 PM,Premier League,Northern Ireland,Michael McGovern,Goalkeeper,1,2019/2020,False,2019,34,0,0,0,0,0,281,2423,52,0,0,6,0,0,0,5,0,0,0,0,6,0,350182,0,2,0,0,1663,10344,8681,40,0
Brighton & Hove Albion,2/27/1989,9/28/2019 2:00:00 PM,Premier League,England,David Button,Goalkeeper,1,2019/2020,False,2019,30,0,0,0,0,0,48,2666,63,0,0,7,0,0,0,6,0,0,0,0,7,0,1724323,0,2,0,0,-5298,31538,36836,40,0
Crystal Palace,5/2/1988,11/9/2019 12:30:00 PM,Premier League,Ireland,Stephen Henderson,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,556,5180,112,0,0,12,0,0,0,6,0,0,0,0,12,0,8483,0,2,0,0,1567,2133,566,40,0
Crystal Palace,1/24/1987,11/9/2019 12:30:00 PM,Premier League,Wales,Wayne Hennessey,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,132,5209,112,0,0,12,0,0,0,6,0,0,0,0,12,0,47379,0,2,0,0,-855,779,1634,44,0
Wolverhampton Wanderers,8/12/1993,7/26/2020 3:00:00 PM,Premier League,England,Will Norris,Goalkeeper,1,2019/2020,False,2019,25,0,0,0,0,0,413,18087,373,0,0,47,0,0,0,6,0,0,0,0,47,0,58585,0,2,0,0,2086,3524,1438,39,0
Wolverhampton Wanderers,10/24/1986,7/26/2020 3:00:00 PM,Premier League,England,John Ruddy,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,412,17825,373,0,0,47,0,0,0,6,0,0,0,0,47,0,27940,0,2,0,0,-71,133,204,42,0
Norwich City,4/3/1988,9/28/2019 2:00:00 PM,Premier League,Netherlands,Tim Krul,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,280,2962,64,0,0,7,0,0,0,7,0,0,0,0,7,0,88202,0,2,0,0,-9669,1703,11372,45,0
West Ham United,1/22/1986,10/19/2019 11:30:00 AM,Premier League,England,David Martin,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,553,3551,85,0,0,9,0,0,0,8,0,0,0,0,9,0,5249,0,2,0,0,3316,3665,349,40,0
West Ham United,4/18/1985,10/19/2019 11:30:00 AM,Premier League,Poland,Lukasz Fabianski,Goalkeeper,1,2019/2020,False,2019,34,0,0,0,0,0,388,3709,85,0,0,9,0,0,0,8,0,0,0,0,9,0,241911,0,2,0,0,-81298,669,81967,50,0
Arsenal FC,9/2/1992,11/9/2019 5:30:00 PM,Premier League,Argentina,Emiliano Martínez,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,427,4915,113,0,0,12,0,0,0,9,0,0,0,0,12,0,18490,0,2,0,0,-284,130,414,44,0
Sheffield United,10/3/1996,7/16/2020 5:00:00 PM,Premier League,England,Jake Eastwood,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,299,16711,356,0,0,45,0,0,0,9,0,0,0,0,45,0,8680,0,2,0,0,-9,34,43,43,0
Sheffield United,12/3/1996,7/16/2020 5:00:00 PM,Premier League,Netherlands,Michael Verrips,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,521,16854,356,0,0,45,0,0,0,9,0,0,0,0,45,0,3855,0,2,0,0,-13,40,53,44,0
Sheffield United,5/19/1990,7/16/2020 5:00:00 PM,Premier League,England,Simon Moore,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,436,16962,356,0,0,45,0,0,0,9,0,0,0,0,45,0,7454,0,2,0,0,-57,61,118,43,0
Watford FC,1/21/1999,12/4/2019 7:30:00 PM,Premier League,Sweden,Pontus Dahlberg,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,367,6492,143,0,0,15,0,0,0,9,0,0,0,0,15,0,8927,0,2,0,0,-65,28,93,44,0
Aston Villa,9/23/1992,7/5/2020 3:30:00 PM,Premier League,England,Jed Steer,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,429,15152,324,0,0,42,0,0,0,10,0,0,0,0,42,0,6448,0,2,0,0,-40,11,51,43,0
Aston Villa,4/3/1990,7/5/2020 3:30:00 PM,Premier League,Croatia,Lovre Kalinic,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,474,15220,324,0,0,42,0,0,0,10,0,0,0,0,42,0,5935,0,2,0,0,-26,23,49,42,0
Aston Villa,4/15/1986,7/5/2020 3:30:00 PM,Premier League,England,Tom Heaton,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,94,15403,324,0,0,42,0,0,0,10,0,0,0,0,42,0,166469,0,2,0,0,-1493,51,1544,43,0
Manchester United,2/22/1987,1/19/2020 4:30:00 PM,Premier League,Argentina,Sergio Romero,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,236,9971,224,0,0,23,0,0,0,10,0,0,0,0,23,0,13031,0,2,0,0,-106,79,185,47,0
Manchester United,1/27/1983,1/19/2020 4:30:00 PM,Premier League,England,Lee Grant,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,237,9902,224,0,0,23,0,0,0,10,0,0,0,0,23,0,7414,0,2,0,0,-47,27,74,48,0
Sheffield United,10/3/1996,1/2/2020 8:00:00 PM,Premier League,England,Jake Eastwood,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,299,9262,204,0,0,21,0,0,0,10,0,0,0,0,21,0,8591,0,2,0,0,-187,11,198,43,0
Sheffield United,12/3/1996,1/2/2020 8:00:00 PM,Premier League,Netherlands,Michael Verrips,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,521,9096,204,0,0,21,0,0,0,10,0,0,0,0,21,0,3104,0,2,0,0,2,51,49,44,0
Sheffield United,5/19/1990,1/2/2020 8:00:00 PM,Premier League,England,Simon Moore,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,436,9256,204,0,0,21,0,0,0,10,0,0,0,0,21,0,6601,0,2,0,0,-167,42,209,44,0
Watford FC,1/21/1999,12/14/2019 12:30:00 PM,Premier League,Sweden,Pontus Dahlberg,Goalkeeper,1,2019/2020,False,2019,20,0,0,0,0,0,367,7290,166,0,0,17,0,0,0,10,0,0,0,0,17,0,8851,0,2,0,0,-81,41,122,43,0
Sheffield United,10/3/1996,12/29/2019 6:00:00 PM,Premier League,England,Jake Eastwood,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,299,8790,195,0,0,20,0,0,0,11,0,0,0,0,20,0,8775,0,2,0,0,-138,9,147,43,0
Sheffield United,12/3/1996,12/29/2019 6:00:00 PM,Premier League,Netherlands,Michael Verrips,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,521,8626,195,0,0,20,0,0,0,11,0,0,0,0,20,0,3058,0,2,0,0,-20,27,47,44,0
Sheffield United,5/19/1990,12/29/2019 6:00:00 PM,Premier League,England,Simon Moore,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,436,8784,195,0,0,20,0,0,0,11,0,0,0,0,20,0,6761,0,2,0,0,-157,22,179,44,0
West Ham United,6/8/2000,2/19/2020 7:30:00 PM,Premier League,England,Joseph Anang,Goalkeeper,1,2019/2020,False,2019,19,0,0,0,0,0,582,11556,256,0,0,26,0,0,0,11,0,0,0,0,26,0,10888,0,2,0,0,132,529,397,40,0
West Ham United,5/12/1987,2/19/2020 7:30:00 PM,Premier League,Ireland,Darren Randolph,Goalkeeper,1,2019/2020,False,2019,32,0,0,0,0,0,606,11436,256,0,0,26,0,0,0,11,0,0,0,0,26,0,9532,0,2,0,0,-2620,388,3008,43,0
West Ham United,1/22/1986,2/19/2020 7:30:00 PM,Premier League,England,David Martin,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,553,11390,256,0,0,26,0,0,0,11,0,0,0,0,26,0,128940,0,2,0,0,-4161,2536,6697,41,0
Manchester City,9/3/1985,3/8/2020 4:30:00 PM,Premier League,England,Scott Carson,Goalkeeper,1,2019/2020,False,2019,33,0,0,0,0,0,562,12886,287,0,0,29,0,0,0,12,0,0,0,0,29,0,5755,0,2,0,0,-114,114,228,40,0
Manchester City,4/13/1983,3/8/2020 4:30:00 PM,Premier League,Chile,Claudio Bravo,Goalkeeper,1,2019/2020,False,2019,36,0,0,0,0,0,213,12940,287,0,0,29,0,0,0,12,0,0,0,0,29,0,22598,0,2,0,0,-142,99,241,47,0
Aston Villa,9/23/1992,12/14/2019 3:00:00 PM,Premier League,England,Jed Steer,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,429,7068,168,0,0,17,0,0,0,15,0,0,0,0,17,0,7349,0,2,0,0,-148,51,199,44,0
Aston Villa,4/3/1990,12/14/2019 3:00:00 PM,Premier League,Croatia,Lovre Kalinic,Goalkeeper,1,2019/2020,False,2019,29,0,0,0,0,0,474,7372,168,0,0,17,0,0,0,15,0,0,0,0,17,0,6678,0,2,0,0,-64,59,123,44,0
